id,image1Text,image2Text,image3Text
ga790725,"How about a date, sweetheart?",That's *doctor' to you.,"Okay, how about a date, *doctor' sweetheart?"
ga790726,"Tell me, doc.",Do you make house calls?,It's not the veterinary medicine I mind. It's some of the animals I have to work with.
ga790727,,"Tell me, doctor, what do you suggest for an animal who's madly in love?",I usually prescribe neutering.
ga790728,We'll make an appointment for Garfield's next checkup in about six months.,What if there's an emergency? Then you can call me day or night.,"Come on, Garfield. Let's go home and play in traffic. That's not funny."
ga790730,,ZOOM!,How do they know when it's bath day?
ga790731,BATH TIME!,chuckle chuckle,"Okay, who put oatmeal in the soapbox? Well, sprinkle me with brown sugar and call me for breakfast."
ga790801,"Why can't you be like other cats, Garfield?",Let me explain the basic differences between humans and cats.,"Well, make it snappy. I have a tennis lesson in half an hour."
ga790802,Time for a midnight snack.,crinkle,
ga790803,boing boing boing,BOING BOING BOING,BOING BOING Help!
ga790804,"For staying out of my food today, Garfield, I'm going to reward you with a kitty munchie.",,They're gone. I already rewarded myself.
ga790806,GARFIELD'S HISTORY OF CATS: The very first cat crawled out of the sea about ten million years ago.,Fortunately for him...,It was only about another 15 minutes before the first mouse crawled out.
ga790807,"GARFIELD'S HISTORY OF CATS: The first cat was domesticated about a million  years ago. The cat (named ""Org"") was owned by a cave man named ""Chuck""",While rumor has it that Org ate his owner...,Historians maintain the family dog ate Chuck.
ga790808,was Matt,The,"Rat who coined the term ""Here, kitty, kitty, kitty, kitty""."
ga790809,GARFIELD'S HISTORY OF CATS: Marco Polo had a cat named Rolo.,Rolo would have gone with Marco on his trip to the orient...,But motels wouldn't accept pets then.
ga790810,GARFIELD'S HISTORY OF CATS: A cat discovered America!,"It was Christopher Columbus' cat ""Buckeye"" who first spotted the beach.",Primarily because the Santa Maria didn't have a sandbox.
ga790811,GARFIELD'S HISTORY OF CATS: Cat's penchant for sharpening their claws has served many historic purposes: In Victorian times cats were used to antique furniture. rrrrrrr,During the Spanish,"American war, cats were used as interrogators. I'll"
ga790813,"OH, GARFIELD! COME AND...",ZOOM!,Get it.
ga790814,Hmmm a doggie biscuit.,What a disappointment.,That doesn't taste at all like doggie.
ga790815,One thing I admire in cats is their natural grace.,SMACK!,And then there's Garfield.
ga790816,Hmm,,
ga790817,Yesterday I stuffed Odie's nose in his mouth.,You should have seen him...,"Running around in little circles going ""Mark! Mark! Mark!"""
ga790818,"Oh boy, what a night. I ate too much, I drank too much, and I danced half the night.","You're lucky you're a cat, Garfield. You don't have to put up with all that.","RUB IT IN, WHY DON'T YOU?!"
ga790820,"Have you ever thought about meeting some nice girl cat and settling down, Garfield? Not really.",We boy cats cherish our bachelorhood.,"Why, I come from a long line of bachelors."
ga790821,,,
ga790822,"Oh, by the way, Garfield.",CRASH!,I waxed the TV today.
ga790823,"Hey, Garfield, how would you like to go jogging? How would you like me to shred your shorts?",Some nerve.,Show me a jogger and I'll show you a strange person with a thing for pain.
ga790824,,,You win. You were uglier to begin with.
ga790825,"I'm never taking you golfing again, Garfield. Big deal.",I've never been so embarrassed.,"I can't believe what you did at the seventeenth green. Sand trap, sandbox, what's the difference?"
ga790827,"Say, you look like you want to go jogging this morning, Garfield. You are wrong, sweat sock breath.","Jogging is fine for some people, I suppose...",But I've never been that crazy about the dry heaves.
ga790828,KERCHUNK!,A new world's record.,When was the last time you stuck 44 keys on a typewriter?
ga790829,,"Oh, great.",Garfield ate my toothpaste again.
ga790831,"This is my pet ant, Lyle. He's cute, quiet, and industrious.",SPLAT!,"The ""late"" Lyle was also eyeballing my lasagna."
ga790901,,What?! Where?!,He did it again.
ga790905,"Okay, Nermal. There's a dog. ...KILL!",,"Oh, Nermal, Nermal, Nermal, Nermal."
ga790906,CRUD!,Nermal shed all over my food.,I can't stand cat hairs unless they're my own.
ga790907,,"Take those roller skates off, Garfield. You look ridiculous.",
ga790910,YAWN,"Oh, this looks like a nice place to sleep.","If you don't mind, Garfield..."
ga790911,SACK! PILLAGE! MAIN! DESTROY!,BONK!,"Whimper, limp, cry, hurt, moan..."
ga790912,It's time to put your leash on for a nice walk.,"Oh, come on, Garfield. It's not that bad.",
ga790913,"I know you don't like your leash, Garfield, but people are staring.",So cut that out.,
ga790914,"Odie, you know better than that.","Do you know what I appreciate about you most, Garfield?",I'm housebroken. You're housebroken.
ga790915,Some people say pets are not clean.,That may be so.,But try eating your next meal without your hands and see how well YOU fare.
ga790917,"Attention, America! I am hereby declaring this week NATIONAL FAT WEEK.",This is the week for all you fat people to come out of the closet.,"Those of you who could get into one, that is."
ga790918,"This is National Fat Week. I want to hear all you fat people say, ""I'm fat, and I'm proud of it!""","LOUSER! ""I'M FAT, AND I'M PROUD OF IT!""","You...the pudgy one in Seattle, I didn't hear you."
ga790919,Here's a National Fat Week handy fat tip.,"""Don't exercise."" You'll be happier.",Have you ever seen a jogger laugh?
ga790920,Here's a National Fat Week skinny joke.,How many skinny people does it take to fill a shower?,I don't know. They keep slipping down the drain.
ga790922,"Well, fat brothers and sisters, this is the last day of National Fat Week.","Just remember ""Round is Beautiful"".",Now get out there and eat a chicken franchise.
ga790923,tell skinny jokes.,I would have had a national convention.,But I couldn't get the Kansas City stockyards to cater it.
ga790924,"Be careful there, Garfield.",Hanging on the drapes can be very painful.,'CAUSE I'M GONNA BREAK YOUR LEGS IF YOU DON'T GET OFF THEM THIS INSTANT!
ga790926,GARFIELD! BREAKFAST!,BONK!,I did it again. I got up before I woke up.
ga790927,wag wag wag,STOMP!,WAG WAG WAG
ga790928,,MEYOW,"Let me guess, you were in the pickled herring again."
ga790929,"Eat up, Garfield. Meyow.","It says here this is a ""new improved"" cat food. munch munch",MEYOW!
ga791002,,That Liz is sure a great looking hunk of veterinarian.,She has the one quality I desire most in a woman. She's breathing.
ga791003,"Be right with you, Mr. Arbuckle.","I'll be here with bells on, doctor. That makes for an interesting mental picture.",Why does she always put me down? You're so putdownable.
ga791004,"How about going out with me, doctor? I wouldn't go out with you if you were the last man on earth.",,Then how about sometime after that? That's a good one.
ga791005,"Why won't you go out with me, doctor? Because I hate your guts.",,Does this mean marriage is out of question? Don Quixote strikes again.
ga791006,"How about a date, doc? No way.",Mmmm,"Great! See you at eight. If you can't convice'm, confuse'm."
ga791008,"I suppose you want to know how my date went with Liz, the vet...well, don't ask. I won't.",She didn't show. Old Jon just stood up. I don't want to hear about it.,"You know, Garfield. I like you better than people. Tell me more."
ga791009,munch munch munch,SMACK! SLURP! GOBBLE!,
ga791010,My aunt Evelyn is the neatest cat I know.,She plucked all the hair off her body so she wouldn't shed on the furniture.,Now she's living with a family in L.A. that thinks she's a Chihuahua.
ga791011,YIP! YIP! YIP!,YIP! YIP! YIP!,"For the last time, Odie, YOU chase the TAIL."
ga791012,"Garfield, must you do everything I do?",That wasn't very nice.,"After all, cats are just little people with fur and fangs."
ga791013,,SHOOP! fwip fwip fwip fwip fwip fwip,A Venetian tongue.
ga791014,bright new day.,"Have you ever seen a more glorious sight, Garfield? ...uh, Garfield?","Get the face out of the scrambled eggs, Garfield."
ga791015,"Bath time, Garfield.",SQUIP!,LARD
ga791016,GOTCHA!,"BATH TIME! SPLOOSH""",Now where could Pooky be?
ga791017,,,CATS!
ga791018,,ZIP!!,Foul! Foul! No fair! Foul!
ga791019,"Mornin'. Good morning, Irma.","The coffee's strong, Hon, You'd better get it before it gets you. Is it hot?",Yup. This isn't one of your better diners.
ga791020,"My, you look nice today, Irma. Are you kidding?","When I come to work I wear base and lipstick and that's it, Hon. I don't put on eyes unless I have a hot date. You know what I mean?",I didn't even shave my legs. This definitely isn't one of
ga791022,,SMACK!,I hate patio doors.
ga791023,,"Hey, Garfield, where's Odie? He's easy enough to find.",Just follow the slobber.
ga791024,,Ingredient: gunk,I suspected as much.
ga791026,"You may have the leftovers when I'm through, Garfield.",KONG!,You don't have to be patient when you're as big as I am.
ga791027,Are you still having breakfast?,You've spent an hour eating your cereal.,You know I don't like raisins.
ga791029,"Good boy, Garfield. Give me the paper.",Either I get breakfast or you'll never see this paper alive again.,"WHY IS THERE ALWAYS A STRING ATTACHED?! Nothing's free, pal."
ga791030,,FLIP!,I can take a hint.
ga791031,"I have something for that appetite of yours, Garfield.",Close your eyes and open your mouth.,
ga791101,Here's a handy hint for you bachelors out there.,You can keep your laundry detergent dry.,By sealing it in a cookie jar.
ga791102,"Let's go see the vet, Garfield.",,I have a ten o'clock appointment.
ga791103,Veterinary Clinic,"Here, Petey. Here, Petey. Where are you?",BURP!
ga791105,"Pack your bags, Garfield, We're going on vacation.",Good idea.,I could use the rest.
ga791106,"We have a long way to go, Garfield.",I wish you enjoyed riding in a car more.,You're too tense.
ga791107,I'd like a room for the night.,Any pets? Nope.,
ga791108,,"Look at that, Garfield, What do you...","...uh, think."
ga791109,"When I think of sand, I think of sun, surf and getting a good tan.","What do you think of when you think of sand, Garfield?","On second thought, scratch that question."
ga791110,Fred's Fresh Fish,Fred's Fresh Fish,
ga791112,,RAIN (ran) n. 1. water falling to earth in drops,2. a mild depressant
ga791113,zzzz,SCREECH!,"Chasing cars again, Garfield?"
ga791114,Why are we placed on this earth? What is our purpose? What is our mission in life?,,Thank you so much for your prompt reply.
ga791115,,,"Nice try, hot shot."
ga791116,"How's your coffee, hon? It's a bit strong.",SAY IT'S NOT SO! SAY IT'S NOT SO! I COULD JUST SHOOT MYSELF!,You usually don't find one that dedicated. It's her life.
ga791117,I hate it when Garfield falls asleep in my lap. zzz,He snuggles up. zzz,And digs in. zzz
ga791120,"Scratch the sofa all you like, Garfield.",Reverse psychology.,Reverse reverse psychology.
ga791121,"It's time you started taking vitamins, Garfield. No way, pal. My body's a temple.",I put them in this lasagna.,Even a temple needs his vitamin C.
ga791122,Doesn't it bother you that your cat is always underfoot?,Not at all. Garfield is very fond of me.,"We're inseparable, aren't we, Garfield? You're standing on my tail."
ga791123,"I often wonder what goes on in that complex mind of yours, Garfield. bzzzzzzzzzzzzz",Wouldn't it be wonderful if humans and animals could communicate? smack!,What would you say to me if you could talk right now? I just killed a fly
ga791124,"That's a nasty cold you have there, Garfield. SNIFF",We'll take you to the vet and get you fixed right up.,"Never say ""fixed"" to an animal person."
ga791126,"Get off the ceiling, Garfield.","Get out of the glove compartment, Garfield.","Get back in the glove compartment, Garfield."
ga791127,,,"Get your face off the windshield, Garfield."
ga791128,"What is it, Garfield? What are you trying to tell me?",Oh.,"You're carsick, you say."
ga791129,,,"Stop playing with the power seat, Garfield."
ga791130,"Dinner's on, Garfield. We have lasagna and chicken and mashed potatoes.","Let's see, I think I'll have...",A peanut butter and jelly sandwich.
ga791201,"Well, Garfield, that's the last time the Hamiltons ever ask us over.",I hope you learned a lesson from this evening. I sure did.,Never sharpen your claws on a water bed.
ga791203,"Guess who's come to visit us this week, Garfield?",NERMAL! The world's cutest kitten.,"You're testing me, aren't you?!"
ga791204,How cute!,,
ga791205,How cute! hop hop hop,BOOM! BOOM! BOOM!,"Somehow, Garfield, your grasp of ""cute"" is a little shaky."
ga791206,scratch! scratch! scratch! scratch!,There's one nice thing about having another cat around the house.,NERMAL!
ga791207,I'm tired of competing with that Nermal. I think I'll give him a good pounding today.,Where is that little fuzzball= He could be anywhere.,
ga791208,It's time we determined who's master of this household.,SMACK!,How did he do that? ***
ga791210,,,"It's time we talked about this coffee dependency of yours, Garfield. Ahhh."
ga791211,PLIP!,HOT! HOT! HOT! HOT!,
ga791212,* *,"Get off the piano, Odie. You're making too much racket.",And you...
ga791213,Garfield! That's beautiful!,"WE'LL GO ON THE ROAD, WE'LL MAKE A MILLION! WE'RE RICH!",* *
